education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,debt_to_income_ratio,total_assets_value,loan_to_asset_ratio
0,0,2800000,6100000,18,415,1,2.1785714285714284,16800000,0.3630952380952381
0,1,6400000,17300000,10,879,0,2.703125,34700000,0.49855907780979825
1,1,6000000,12600000,16,649,0,2.1,39100000,0.32225063938618925
0,0,2900000,9800000,16,395,1,3.3793103448275863,20700000,0.47342995169082125
0,0,6500000,24100000,20,488,1,3.707692307692308,41900000,0.5751789976133651
0,1,200000,400000,8,569,0,2.0,1400000,0.2857142857142857
1,0,8400000,24600000,14,817,0,2.9285714285714284,54400000,0.4522058823529412
0,1,6100000,17800000,20,706,0,2.918032786885246,48100000,0.3700623700623701
0,1,8000000,31200000,8,553,0,3.9,41600000,0.75
1,1,900000,1800000,14,464,1,2.0,5100000,0.35294117647058826
0,0,7300000,20000000,6,729,0,2.73972602739726,50800000,0.3937007874015748
1,1,3700000,7400000,12,363,1,2.0,26500000,0.2792452830188679
0,0,5200000,17200000,12,565,0,3.3076923076923075,31100000,0.5530546623794212
0,0,7200000,21000000,14,421,1,2.9166666666666665,41500000,0.5060240963855421
1,1,9400000,34200000,10,512,1,3.6382978723404253,67600000,0.5059171597633136
1,1,3400000,12400000,2,730,0,3.6470588235294117,23200000,0.5344827586206896
0,0,600000,2300000,8,627,0,3.8333333333333335,4800000,0.4791666666666667
1,1,3300000,10000000,16,434,1,3.0303030303030303,24100000,0.4149377593360996
0,1,5900000,14300000,2,410,1,2.4237288135593222,37300000,0.38337801608579086
1,0,1300000,3600000,16,624,0,2.769230769230769,9900000,0.36363636363636365
0,1,5700000,16900000,4,656,0,2.9649122807017543,50800000,0.33267716535433073
1,0,7700000,27300000,16,758,0,3.5454545454545454,45800000,0.5960698689956332
1,1,7000000,23500000,18,336,1,3.357142857142857,52000000,0.4519230769230769
0,0,8100000,21900000,18,378,1,2.7037037037037037,34400000,0.6366279069767442
0,1,1900000,4200000,4,620,0,2.210526315789474,15900000,0.2641509433962264
0,0,4500000,9100000,18,593,0,2.022222222222222,15600000,0.5833333333333334
1,1,9600000,34000000,12,710,0,3.5416666666666665,80000000,0.425
1,1,5400000,20700000,8,753,0,3.8333333333333335,25300000,0.8181818181818182
1,1,7800000,27200000,16,454,1,3.4871794871794872,48000000,0.5666666666666667
0,1,8200000,19100000,8,619,0,2.3292682926829267,67500000,0.28296296296296297
0,0,8900000,28500000,6,367,1,3.202247191011236,69600000,0.40948275862068967
0,0,1400000,3100000,20,384,1,2.2142857142857144,7400000,0.4189189189189189
0,0,1700000,5900000,16,610,0,3.4705882352941178,8400000,0.7023809523809523
0,0,5300000,19500000,12,802,0,3.6792452830188678,31500000,0.6190476190476191
0,0,6500000,25200000,10,858,0,3.876923076923077,48400000,0.5206611570247934
0,0,5900000,14000000,8,599,0,2.3728813559322033,38700000,0.36175710594315247
0,1,9800000,27000000,2,395,1,2.7551020408163267,54400000,0.4963235294117647
0,1,7700000,16200000,6,380,1,2.103896103896104,55500000,0.2918918918918919
0,0,7900000,27100000,10,803,0,3.430379746835443,58600000,0.46245733788395904
0,0,3500000,8900000,20,809,0,2.5428571428571427,25500000,0.34901960784313724
1,0,2400000,6600000,2,722,0,2.75,18000000,0.36666666666666664
0,0,9900000,35700000,10,392,1,3.606060606060606,64400000,0.5543478260869565
0,0,3900000,14500000,8,545,1,3.717948717948718,22600000,0.6415929203539823
1,1,7300000,28500000,10,799,0,3.904109589041096,44700000,0.6375838926174496
0,1,6400000,21900000,12,727,0,3.421875,54800000,0.39963503649635035
0,0,7100000,19800000,18,530,1,2.788732394366197,38500000,0.5142857142857142
1,0,8800000,19000000,14,637,0,2.159090909090909,60800000,0.3125
0,0,7400000,21000000,4,561,0,2.8378378378378377,55400000,0.37906137184115524
1,0,4400000,12000000,20,421,1,2.727272727272727,31100000,0.3858520900321543
0,1,8600000,30300000,14,459,1,3.5232558139534884,49000000,0.6183673469387755
1,0,6900000,26000000,14,828,0,3.7681159420289854,41100000,0.6326034063260341
0,0,9600000,27500000,20,679,0,2.8645833333333335,75000000,0.36666666666666664
0,1,8100000,25700000,8,455,1,3.1728395061728394,63100000,0.40729001584786056
1,0,2600000,9400000,18,879,0,3.6153846153846154,11600000,0.8103448275862069
0,1,9300000,26100000,14,636,0,2.806451612903226,66900000,0.3901345291479821
1,1,2100000,5600000,16,426,1,2.6666666666666665,9000000,0.6222222222222222
1,1,9000000,21500000,14,508,1,2.388888888888889,71300000,0.3015427769985975
1,1,7000000,19200000,4,768,0,2.742857142857143,49200000,0.3902439024390244
1,0,2200000,6400000,20,667,0,2.909090909090909,21400000,0.29906542056074764
0,1,7500000,28200000,2,440,0,3.76,44400000,0.6351351351351351
0,1,8300000,16800000,2,366,1,2.0240963855421685,60400000,0.2781456953642384
1,0,300000,600000,2,383,1,2.0,2400000,0.25
1,1,300000,800000,4,603,0,2.6666666666666665,1800000,0.4444444444444444
0,0,3900000,14900000,4,728,0,3.8205128205128207,29100000,0.5120274914089347
1,0,6600000,20300000,6,549,1,3.0757575757575757,44600000,0.4551569506726457
0,0,4100000,10700000,8,855,0,2.6097560975609757,26500000,0.4037735849056604
0,1,1800000,5300000,12,461,1,2.9444444444444446,11500000,0.4608695652173913
1,1,7000000,16100000,16,379,1,2.3,40200000,0.40049751243781095
1,1,5100000,13700000,6,559,0,2.6862745098039214,35400000,0.3870056497175141
1,1,300000,600000,8,816,0,2.0,2200000,0.2727272727272727
1,1,4300000,11400000,2,560,0,2.6511627906976742,26100000,0.4367816091954023
0,1,3200000,12000000,14,645,0,3.75,22100000,0.5429864253393665
1,1,4200000,11500000,6,551,0,2.738095238095238,34500000,0.3333333333333333
1,1,9600000,22900000,8,515,1,2.3854166666666665,60100000,0.3810316139767055
0,0,1300000,3600000,10,657,0,2.769230769230769,9100000,0.3956043956043956
1,0,2400000,9300000,2,682,0,3.875,14200000,0.6549295774647887
0,0,600000,1600000,10,588,0,2.6666666666666665,3100000,0.5161290322580645
0,1,9600000,38000000,10,359,1,3.9583333333333335,63300000,0.6003159557661928
0,0,400000,1200000,4,766,0,3.0,2700000,0.4444444444444444
0,0,5900000,19900000,14,469,1,3.3728813559322033,46300000,0.4298056155507559
0,1,700000,1400000,10,618,0,2.0,3700000,0.3783783783783784
1,1,8600000,17700000,20,711,0,2.058139534883721,60200000,0.29401993355481726
0,1,9000000,34000000,4,549,0,3.7777777777777777,43300000,0.7852193995381063
0,1,5100000,20400000,6,754,0,4.0,23700000,0.8607594936708861
1,1,500000,1500000,6,461,1,3.0,3700000,0.40540540540540543
0,0,1600000,3800000,10,837,0,2.375,12000000,0.31666666666666665
0,1,9800000,23900000,14,459,1,2.438775510204082,42700000,0.5597189695550351
0,0,7800000,29700000,20,614,0,3.8076923076923075,55800000,0.532258064516129
1,0,6500000,24000000,16,373,1,3.6923076923076925,33000000,0.7272727272727273
0,1,7500000,26500000,12,512,1,3.533333333333333,49100000,0.539714867617108
0,1,8900000,23400000,18,781,0,2.6292134831460676,50300000,0.46520874751491054
0,1,1800000,5800000,14,305,1,3.2222222222222223,9500000,0.6105263157894737
1,1,7600000,27800000,6,447,1,3.6578947368421053,33000000,0.8424242424242424
0,1,1200000,4600000,6,757,0,3.8333333333333335,8400000,0.5476190476190477
0,1,2700000,10400000,2,723,0,3.8518518518518516,15200000,0.6842105263157895
1,1,4600000,10900000,12,463,1,2.369565217391304,19900000,0.5477386934673367
1,0,6900000,18700000,10,699,0,2.710144927536232,44900000,0.41648106904231624
0,1,8400000,25200000,2,308,0,3.0,55600000,0.45323741007194246
0,0,300000,500000,18,702,0,1.6666666666666667,2000000,0.25
1,1,9500000,37500000,4,456,0,3.9473684210526314,74000000,0.5067567567567568
0,1,1900000,5900000,8,651,0,3.1052631578947367,10500000,0.5619047619047619
1,0,4200000,14500000,20,840,0,3.4523809523809526,23900000,0.606694560669456
0,1,2200000,7900000,18,848,0,3.590909090909091,16900000,0.46745562130177515
0,1,7100000,19700000,4,727,0,2.7746478873239435,50000000,0.394
0,0,3500000,11600000,10,335,1,3.3142857142857145,24100000,0.48132780082987553
1,0,400000,800000,18,304,1,2.0,3200000,0.25
0,1,8800000,34400000,2,712,0,3.909090909090909,58200000,0.5910652920962199
1,0,1800000,6600000,10,737,0,3.6666666666666665,14500000,0.45517241379310347
0,1,7600000,29300000,14,690,0,3.8552631578947367,57000000,0.5140350877192983
0,1,1000000,3200000,4,888,0,3.2,7000000,0.45714285714285713
1,1,8200000,27200000,10,839,0,3.317073170731707,47100000,0.5774946921443737
1,1,3600000,12400000,8,333,1,3.4444444444444446,24500000,0.5061224489795918
0,0,9400000,23700000,18,862,0,2.521276595744681,53000000,0.44716981132075473
1,0,2600000,9100000,4,309,0,3.5,17100000,0.5321637426900585
1,0,9500000,30700000,10,823,0,3.231578947368421,63400000,0.4842271293375394
0,1,3500000,11700000,14,649,0,3.342857142857143,19600000,0.5969387755102041
1,1,9800000,35700000,10,726,0,3.642857142857143,71500000,0.4993006993006993
0,0,800000,3100000,18,712,0,3.875,4100000,0.7560975609756098
1,0,9700000,37300000,20,701,0,3.845360824742268,62900000,0.5930047694753577
0,0,6200000,21300000,12,655,0,3.435483870967742,42300000,0.5035460992907801
1,1,4400000,16600000,18,385,1,3.772727272727273,24600000,0.6747967479674797
0,0,1800000,3800000,4,777,0,2.111111111111111,13800000,0.2753623188405797
0,0,1700000,5300000,14,696,0,3.1176470588235294,6300000,0.8412698412698413
0,0,3900000,14100000,16,496,1,3.6153846153846154,21300000,0.6619718309859155
0,1,2200000,7900000,6,659,0,3.590909090909091,16200000,0.4876543209876543
1,1,6300000,17700000,2,542,1,2.8095238095238093,39400000,0.44923857868020306
1,0,2200000,8700000,18,729,0,3.9545454545454546,16100000,0.5403726708074534
0,0,8100000,28400000,6,744,0,3.506172839506173,60300000,0.4709784411276949
1,0,6800000,17000000,2,749,0,2.5,58300000,0.2915951972555746
0,0,4700000,14800000,20,755,0,3.148936170212766,36400000,0.4065934065934066
0,1,2200000,5300000,2,506,1,2.409090909090909,11900000,0.44537815126050423
0,1,3500000,13000000,6,391,1,3.7142857142857144,27200000,0.47794117647058826
1,1,3500000,11600000,10,898,0,3.3142857142857145,19300000,0.6010362694300518
1,0,500000,1500000,12,527,1,3.0,2000000,0.75
1,0,9900000,35800000,20,470,1,3.6161616161616164,81700000,0.43818849449204406
0,0,8400000,25000000,12,694,0,2.9761904761904763,50900000,0.4911591355599214
0,0,5000000,18800000,14,325,1,3.76,35900000,0.5236768802228412
1,1,5500000,13400000,10,880,0,2.4363636363636365,23800000,0.5630252100840336
0,1,3000000,11900000,14,459,1,3.966666666666667,26700000,0.44569288389513106
1,1,9400000,21400000,10,323,1,2.276595744680851,61500000,0.34796747967479674
0,0,7600000,29000000,8,739,0,3.8157894736842106,61100000,0.4746317512274959
1,1,5500000,16300000,10,724,0,2.963636363636364,31500000,0.5174603174603175
0,0,3100000,7400000,18,487,1,2.3870967741935485,23300000,0.31759656652360513
0,0,7700000,27700000,4,439,0,3.5974025974025974,54700000,0.506398537477148
0,0,9800000,25400000,2,655,0,2.5918367346938775,53700000,0.4729981378026071
1,0,3200000,9200000,14,443,1,2.875,16100000,0.5714285714285714
0,0,700000,2600000,20,489,1,3.7142857142857144,3600000,0.7222222222222222
1,1,3100000,8600000,14,427,1,2.774193548387097,20500000,0.4195121951219512
0,1,4500000,10500000,20,417,1,2.3333333333333335,27200000,0.3860294117647059
1,1,8900000,24800000,18,842,0,2.7865168539325844,49300000,0.5030425963488844
1,0,5900000,23200000,2,307,0,3.9322033898305087,52900000,0.43856332703213613
1,0,1500000,4500000,18,428,1,3.0,12400000,0.3629032258064516
1,1,6300000,15200000,16,415,1,2.4126984126984126,45900000,0.3311546840958606
1,1,6500000,18200000,20,405,1,2.8,41200000,0.441747572815534
0,0,8000000,31500000,18,683,0,3.9375,57900000,0.5440414507772021
0,1,3300000,10600000,14,742,0,3.212121212121212,13800000,0.7681159420289855
1,0,3900000,10000000,10,530,1,2.5641025641025643,25300000,0.3952569169960474
0,0,1600000,3500000,10,844,0,2.1875,13500000,0.25925925925925924
1,1,3900000,13900000,18,715,0,3.5641025641025643,22600000,0.6150442477876106
0,1,8000000,26300000,12,476,1,3.2875,53700000,0.4897579143389199
0,0,2200000,4800000,6,721,0,2.1818181818181817,11000000,0.43636363636363634
1,0,7600000,30300000,12,339,1,3.986842105263158,56400000,0.5372340425531915
1,1,2700000,6800000,6,461,1,2.5185185185185186,16400000,0.4146341463414634
0,1,6300000,23200000,12,556,0,3.6825396825396823,44800000,0.5178571428571429
1,0,7700000,18700000,8,483,1,2.4285714285714284,55500000,0.33693693693693694
0,0,4500000,17200000,18,406,1,3.8222222222222224,27500000,0.6254545454545455
0,1,9400000,24800000,14,513,1,2.6382978723404253,87100000,0.2847301951779564
1,0,4600000,12600000,16,574,0,2.739130434782609,28300000,0.4452296819787986
0,1,5200000,15700000,6,692,0,3.019230769230769,29100000,0.5395189003436426
0,1,8000000,29800000,18,867,0,3.725,63800000,0.4670846394984326
1,1,9900000,38500000,2,875,0,3.888888888888889,49200000,0.782520325203252
0,1,8500000,18600000,10,597,0,2.1882352941176473,52400000,0.3549618320610687
0,1,4900000,12000000,20,513,1,2.4489795918367347,45400000,0.2643171806167401
0,1,7000000,24200000,2,354,0,3.4571428571428573,49000000,0.49387755102040815
1,0,9600000,25900000,18,647,0,2.6979166666666665,68800000,0.376453488372093
0,0,9700000,23700000,6,875,0,2.443298969072165,74400000,0.3185483870967742
0,0,6200000,14300000,20,819,0,2.306451612903226,40200000,0.35572139303482586
1,1,4100000,9600000,10,521,1,2.341463414634146,38000000,0.25263157894736843
0,1,6100000,19900000,20,761,0,3.262295081967213,28000000,0.7107142857142857
0,0,700000,1900000,18,572,0,2.7142857142857144,4700000,0.40425531914893614
0,0,6400000,24100000,12,571,0,3.765625,51200000,0.470703125
0,1,3800000,7800000,20,891,0,2.0526315789473686,29200000,0.2671232876712329
1,0,4900000,14800000,12,895,0,3.020408163265306,40300000,0.36724565756823824
0,0,2100000,6600000,20,580,0,3.142857142857143,16200000,0.4074074074074074
0,0,6200000,23400000,8,605,0,3.774193548387097,51800000,0.4517374517374517
1,0,1600000,5100000,8,705,0,3.1875,10200000,0.5
1,1,1300000,5000000,20,423,1,3.8461538461538463,7200000,0.6944444444444444
1,1,7300000,22500000,2,846,0,3.0821917808219177,40500000,0.5555555555555556
1,0,2100000,5000000,4,542,1,2.380952380952381,11000000,0.45454545454545453
1,0,600000,2400000,18,631,0,4.0,3900000,0.6153846153846154
0,0,7000000,24500000,18,318,1,3.5,25900000,0.9459459459459459
1,1,3000000,6800000,10,541,1,2.2666666666666666,25100000,0.27091633466135456
0,0,900000,2900000,20,782,0,3.2222222222222223,5800000,0.5
0,0,9600000,35000000,2,888,0,3.6458333333333335,62800000,0.5573248407643312
0,0,1500000,3600000,14,747,0,2.4,5800000,0.6206896551724138
0,1,5000000,18900000,6,641,0,3.78,39100000,0.4833759590792839
0,1,500000,1700000,4,640,0,3.4,2600000,0.6538461538461539
1,0,7600000,28100000,12,324,1,3.6973684210526314,52000000,0.5403846153846154
0,0,5500000,21200000,20,359,1,3.8545454545454545,34500000,0.6144927536231884
1,1,6600000,23300000,12,338,1,3.5303030303030303,31400000,0.7420382165605095
0,0,1400000,3200000,14,384,1,2.2857142857142856,9300000,0.34408602150537637
1,1,8800000,26600000,16,545,1,3.022727272727273,73700000,0.36092265943012214
1,0,6200000,24200000,18,610,0,3.903225806451613,45900000,0.5272331154684096
0,1,8300000,27900000,18,840,0,3.36144578313253,44400000,0.6283783783783784
1,0,2400000,8100000,6,630,0,3.375,19400000,0.4175257731958763
0,0,9100000,31200000,4,508,0,3.4285714285714284,63400000,0.4921135646687697
1,1,9500000,34900000,4,535,0,3.6736842105263157,54500000,0.6403669724770642
0,0,1200000,3400000,20,717,0,2.8333333333333335,8000000,0.425
0,1,7700000,19300000,8,735,0,2.5064935064935066,37300000,0.517426273458445
0,1,7800000,22000000,20,528,1,2.8205128205128207,44200000,0.497737556561086
0,1,9400000,20000000,4,350,1,2.127659574468085,46600000,0.4291845493562232
1,0,1700000,5700000,12,422,1,3.3529411764705883,11900000,0.4789915966386555
0,0,4000000,13700000,6,496,1,3.425,21000000,0.6523809523809524
1,0,4200000,15500000,18,794,0,3.6904761904761907,23600000,0.6567796610169492
0,0,2400000,7700000,6,719,0,3.2083333333333335,16000000,0.48125
1,1,2700000,6100000,14,630,0,2.259259259259259,19600000,0.3112244897959184
1,1,600000,1800000,4,843,0,3.0,3800000,0.47368421052631576
0,0,4600000,15600000,2,764,0,3.391304347826087,31000000,0.5032258064516129
0,0,7200000,17700000,4,662,0,2.4583333333333335,46200000,0.38311688311688313
1,0,4700000,15500000,16,311,1,3.297872340425532,33200000,0.46686746987951805
1,0,4300000,10100000,2,606,0,2.3488372093023258,26100000,0.38697318007662834
0,0,4700000,10200000,16,874,0,2.1702127659574466,36600000,0.2786885245901639
1,1,8700000,30000000,4,370,0,3.4482758620689653,79900000,0.37546933667083854
0,0,7000000,20500000,10,414,1,2.9285714285714284,53000000,0.3867924528301887
1,0,600000,1100000,10,800,0,1.8333333333333333,4600000,0.2391304347826087
1,0,6800000,16900000,12,779,0,2.485294117647059,51800000,0.32625482625482627
1,0,6400000,14100000,20,553,0,2.203125,39800000,0.3542713567839196
1,0,7600000,29900000,18,445,1,3.9342105263157894,42800000,0.6985981308411215
1,0,9000000,21400000,8,496,1,2.3777777777777778,68000000,0.31470588235294117
0,1,2400000,5900000,10,650,0,2.4583333333333335,16400000,0.3597560975609756
1,0,6800000,17900000,6,783,0,2.6323529411764706,58900000,0.30390492359932086
0,1,3500000,13500000,10,535,1,3.857142857142857,24400000,0.5532786885245902
0,1,8900000,34000000,20,415,1,3.8202247191011236,63000000,0.5396825396825397
1,0,6000000,15300000,8,709,0,2.55,30500000,0.5016393442622951
1,0,700000,2500000,14,819,0,3.5714285714285716,5600000,0.44642857142857145
1,1,6800000,17300000,18,841,0,2.5441176470588234,43800000,0.3949771689497717
1,1,5300000,10700000,12,700,0,2.018867924528302,41100000,0.26034063260340634
0,1,1400000,4200000,4,881,0,3.0,10400000,0.40384615384615385
0,1,1400000,4600000,4,804,0,3.2857142857142856,10000000,0.46
1,0,9200000,21700000,6,653,0,2.358695652173913,65300000,0.332312404287902
0,1,7900000,29200000,2,663,0,3.6962025316455698,70400000,0.4147727272727273
1,0,4500000,17500000,10,495,1,3.888888888888889,29700000,0.5892255892255892
1,0,3800000,9800000,8,335,1,2.5789473684210527,21200000,0.46226415094339623
0,1,1500000,4900000,6,618,0,3.2666666666666666,8500000,0.5764705882352941
1,0,1200000,2400000,12,480,1,2.0,7900000,0.3037974683544304
1,0,1700000,4900000,18,843,0,2.8823529411764706,15000000,0.32666666666666666
0,0,5200000,14100000,16,483,1,2.7115384615384617,34500000,0.40869565217391307
1,0,1600000,5100000,12,548,1,3.1875,9300000,0.5483870967741935
0,1,6600000,16000000,16,379,1,2.4242424242424243,48300000,0.33126293995859213
1,1,9400000,26600000,20,771,0,2.8297872340425534,71400000,0.37254901960784315
0,1,300000,500000,2,353,1,1.6666666666666667,2300000,0.21739130434782608
1,0,4600000,11500000,16,668,0,2.5,25300000,0.45454545454545453
1,1,6100000,21300000,2,387,0,3.4918032786885247,30600000,0.696078431372549
1,1,1500000,4100000,12,789,0,2.7333333333333334,12300000,0.3333333333333333
0,1,400000,900000,2,855,0,2.25,2300000,0.391304347826087
1,0,8700000,33600000,14,751,0,3.8620689655172415,50600000,0.6640316205533597
1,0,7000000,21600000,12,739,0,3.085714285714286,42100000,0.5130641330166271
0,0,4700000,13100000,14,492,1,2.7872340425531914,26000000,0.5038461538461538
1,1,7600000,23800000,16,896,0,3.1315789473684212,30000000,0.7933333333333333
1,1,9200000,24500000,4,545,1,2.6630434782608696,59600000,0.4110738255033557
1,0,9400000,36800000,20,891,0,3.9148936170212765,58700000,0.626916524701874
0,0,4800000,15100000,6,848,0,3.1458333333333335,23900000,0.6317991631799164
1,1,600000,2400000,12,884,0,4.0,3400000,0.7058823529411765
0,1,4900000,14300000,14,439,1,2.9183673469387754,38400000,0.3723958333333333
0,1,3300000,8500000,12,586,0,2.5757575757575757,24300000,0.3497942386831276
0,1,9100000,18800000,20,308,1,2.065934065934066,50000000,0.376
0,0,6100000,23500000,16,300,1,3.8524590163934427,28600000,0.8216783216783217
0,1,8400000,19600000,2,741,0,2.3333333333333335,48700000,0.4024640657084189
0,0,7900000,31400000,8,698,0,3.9746835443037973,61700000,0.5089141004862237
1,1,6100000,22300000,10,733,0,3.6557377049180326,44600000,0.5
1,1,2000000,4200000,16,571,0,2.1,12700000,0.33070866141732286
0,1,9900000,29900000,20,490,1,3.0202020202020203,54100000,0.5526802218114603
1,0,9500000,25400000,16,451,1,2.6736842105263157,67100000,0.37853949329359166
0,1,1900000,6800000,6,559,0,3.5789473684210527,13200000,0.5151515151515151
0,1,6900000,21400000,10,577,0,3.101449275362319,35900000,0.596100278551532
1,1,1500000,5000000,4,613,0,3.3333333333333335,13000000,0.38461538461538464
1,0,1900000,3800000,20,785,0,2.0,9200000,0.41304347826086957
0,1,2300000,6000000,8,690,0,2.608695652173913,16400000,0.36585365853658536
1,0,7800000,17100000,14,351,1,2.1923076923076925,52600000,0.32509505703422054
1,0,400000,1000000,10,447,1,2.5,1500000,0.6666666666666666
0,1,9400000,19200000,20,708,0,2.0425531914893615,74100000,0.2591093117408907
0,0,9100000,21700000,12,549,1,2.3846153846153846,83400000,0.26019184652278177
0,1,9000000,18800000,8,797,0,2.088888888888889,43900000,0.428246013667426
1,0,7100000,14300000,14,537,1,2.0140845070422535,48400000,0.29545454545454547
0,0,800000,2500000,12,828,0,3.125,3900000,0.6410256410256411
0,1,4500000,9600000,14,471,1,2.1333333333333333,25500000,0.3764705882352941
0,0,8500000,25400000,4,336,1,2.988235294117647,49300000,0.5152129817444219
1,1,2500000,9800000,16,424,1,3.92,15000000,0.6533333333333333
0,0,1500000,3300000,18,440,1,2.2,7900000,0.4177215189873418
1,0,6200000,17300000,8,583,0,2.7903225806451615,24500000,0.7061224489795919
1,1,1300000,2900000,6,480,1,2.230769230769231,7500000,0.38666666666666666
1,0,6600000,25800000,10,670,0,3.909090909090909,40900000,0.6308068459657702
0,1,5300000,13700000,6,329,1,2.5849056603773586,30400000,0.4506578947368421
1,0,1400000,3000000,6,754,0,2.142857142857143,12900000,0.23255813953488372
1,1,2900000,7800000,18,588,0,2.689655172413793,16300000,0.4785276073619632
1,0,6500000,16500000,4,551,0,2.5384615384615383,32200000,0.5124223602484472
0,0,8300000,18900000,4,316,1,2.2771084337349397,59400000,0.3181818181818182
1,1,8900000,32200000,12,382,1,3.6179775280898876,37200000,0.8655913978494624
0,0,5300000,15000000,6,717,0,2.830188679245283,33500000,0.44776119402985076
0,0,2800000,7300000,6,676,0,2.607142857142857,14600000,0.5
1,0,8000000,27800000,6,667,0,3.475,51000000,0.5450980392156862
1,0,3900000,10500000,20,821,0,2.6923076923076925,22800000,0.4605263157894737
0,0,6200000,20100000,20,345,1,3.2419354838709675,36700000,0.547683923705722
1,1,5900000,19200000,10,442,1,3.2542372881355934,33000000,0.5818181818181818
0,1,6000000,23300000,12,672,0,3.8833333333333333,39300000,0.5928753180661578
1,1,9100000,29300000,2,508,0,3.21978021978022,67600000,0.4334319526627219
0,1,3400000,12300000,10,615,0,3.6176470588235294,23500000,0.5234042553191489
0,1,1800000,4400000,8,689,0,2.4444444444444446,11100000,0.3963963963963964
0,0,300000,1200000,18,747,1,4.0,1000000,1.2
0,1,9000000,22800000,10,412,1,2.533333333333333,52300000,0.4359464627151052
0,0,6400000,16900000,2,703,0,2.640625,36900000,0.45799457994579945
1,0,5800000,22200000,16,884,0,3.8275862068965516,34000000,0.6529411764705882
0,1,2600000,8600000,18,651,0,3.3076923076923075,11500000,0.7478260869565218
1,0,6600000,17300000,14,793,0,2.621212121212121,39500000,0.4379746835443038
1,0,6100000,21800000,4,407,0,3.5737704918032787,35900000,0.6072423398328691
1,0,4100000,11100000,8,390,1,2.707317073170732,17400000,0.6379310344827587
1,1,300000,1000000,12,469,1,3.3333333333333335,2000000,0.5
0,0,4700000,10400000,6,373,1,2.2127659574468086,35100000,0.2962962962962963
0,1,1500000,5800000,2,304,0,3.8666666666666667,8700000,0.6666666666666666
1,0,2700000,8300000,8,833,0,3.074074074074074,16000000,0.51875
0,0,6900000,20900000,2,302,0,3.028985507246377,65500000,0.3190839694656489
0,0,7600000,28700000,6,397,1,3.776315789473684,52600000,0.5456273764258555
0,0,4100000,10000000,6,891,0,2.4390243902439024,21400000,0.4672897196261682
1,0,4100000,12200000,2,457,1,2.975609756097561,20200000,0.6039603960396039
1,0,1600000,3200000,16,657,0,2.0,7200000,0.4444444444444444
1,1,400000,1400000,2,480,0,3.5,2700000,0.5185185185185185
0,1,4400000,17300000,20,840,0,3.9318181818181817,23900000,0.7238493723849372
1,1,3800000,8000000,12,866,0,2.1052631578947367,16900000,0.47337278106508873
1,0,4300000,17000000,8,619,0,3.953488372093023,31700000,0.5362776025236593
0,1,9000000,33500000,2,748,0,3.7222222222222223,54900000,0.6102003642987249
1,1,9500000,25500000,12,881,0,2.6842105263157894,71600000,0.35614525139664804
0,1,6900000,13900000,8,829,0,2.0144927536231885,49400000,0.2813765182186235
1,0,4300000,11100000,6,312,1,2.5813953488372094,22000000,0.5045454545454545
1,0,6600000,21400000,10,467,1,3.242424242424242,46700000,0.4582441113490364
0,1,5200000,14300000,18,650,0,2.75,28900000,0.49480968858131485
0,1,400000,1100000,6,711,0,2.75,1900000,0.5789473684210527
1,0,1300000,4100000,18,886,0,3.1538461538461537,7700000,0.5324675324675324
1,0,9700000,28400000,4,494,1,2.9278350515463916,51700000,0.5493230174081238
0,1,5400000,10900000,14,741,0,2.0185185185185186,33300000,0.32732732732732733
1,0,1200000,3300000,12,876,0,2.75,5300000,0.6226415094339622
0,1,7000000,26400000,14,610,0,3.7714285714285714,33500000,0.7880597014925373
0,0,7600000,26000000,6,778,0,3.4210526315789473,51700000,0.5029013539651838
0,1,700000,1800000,14,571,0,2.5714285714285716,2900000,0.6206896551724138
0,1,7500000,25100000,18,554,0,3.3466666666666667,53600000,0.46828358208955223
1,1,2300000,6200000,8,712,0,2.6956521739130435,18800000,0.32978723404255317
1,1,5600000,11500000,4,695,0,2.0535714285714284,36100000,0.3185595567867036
1,1,5400000,10900000,20,366,1,2.0185185185185186,30000000,0.36333333333333334
1,1,1800000,5500000,10,426,1,3.0555555555555554,14000000,0.39285714285714285
1,0,2900000,6900000,10,320,1,2.3793103448275863,14800000,0.46621621621621623
1,1,1400000,4600000,8,543,1,3.2857142857142856,7400000,0.6216216216216216
0,0,2800000,11000000,16,525,1,3.9285714285714284,18200000,0.6043956043956044
1,1,3300000,13100000,12,812,0,3.9696969696969697,21500000,0.6093023255813953
1,0,7000000,25300000,14,697,0,3.6142857142857143,46500000,0.5440860215053763
1,0,3900000,15100000,12,527,1,3.871794871794872,30600000,0.4934640522875817
1,0,5700000,17200000,4,512,0,3.017543859649123,35700000,0.48179271708683474
0,0,4100000,9200000,4,671,0,2.2439024390243905,25000000,0.368
0,1,2200000,8700000,20,539,1,3.9545454545454546,15800000,0.5506329113924051
1,0,2200000,7200000,10,532,1,3.272727272727273,12100000,0.5950413223140496
1,1,2500000,7700000,16,485,1,3.08,14400000,0.5347222222222222
1,1,900000,2100000,6,521,1,2.3333333333333335,4600000,0.45652173913043476
1,0,2900000,7400000,10,874,0,2.5517241379310347,15000000,0.49333333333333335
1,0,9800000,22900000,10,788,0,2.336734693877551,52800000,0.4337121212121212
